number;state;author;title;created_at;closed;closed_at;repo_name
68;CLOSED;Kiryl Bubovich;Add possibility to create a pie chart, a bar chart with horizontal bars;2021-04-21T12:56:05Z;True;2022-12-30T20:34:09Z;lets-plot-kotlin
66;CLOSED;Suresh;Kotlin/JS support?;2021-04-19T06:05:25Z;True;2021-11-24T20:41:07Z;lets-plot-kotlin
56;OPEN;Jonathan Bisson;Missing module-info.java;2021-03-16T21:11:46Z;False;;lets-plot-kotlin
55;CLOSED;Jonathan Bisson;Moving out of jcenter/bintray?;2021-03-16T21:04:40Z;True;2021-04-19T18:47:40Z;lets-plot-kotlin
51;CLOSED;Holger Brandl;`show()` should actually show a plot;2021-02-13T10:24:27Z;True;2021-03-23T18:52:31Z;lets-plot-kotlin
46;CLOSED;Sebastian Waschnick;Please publish a standalone JVM artifact;2020-12-21T06:36:21Z;True;2021-02-15T18:00:17Z;lets-plot-kotlin
44;CLOSED;Louis CAD;Deprecate snake_case symbols (warning level forever) in favor of names following Kotlin conventions;2020-12-17T20:21:19Z;True;2021-02-15T18:52:25Z;lets-plot-kotlin
48;CLOSED;Piotr Krzemiński;X axis labels are not sorted alphanumerically;2020-11-02T08:43:23Z;True;2021-04-03T14:22:14Z;lets-plot-kotlin
40;CLOSED;Veyndan Stuart;JavaFX demo does not compile;2020-10-29T16:49:55Z;True;2020-10-29T21:06:53Z;lets-plot-kotlin
39;CLOSED;;geom_line data series is getting sorted on SVG export;2020-09-14T14:06:50Z;True;2020-11-23T18:43:28Z;lets-plot-kotlin
38;CLOSED;Igor Alshannikov;Nice to have an interactive zooming / panning on plots.;2020-09-08T20:31:19Z;True;2024-11-01T19:27:33Z;lets-plot-kotlin
37;CLOSED;;How to plot TimeSeries?;2020-09-05T20:21:32Z;True;2021-09-28T19:45:14Z;lets-plot-kotlin
36;CLOSED;Igor Alshannikov;Fix geom_bin2d doc;2020-08-10T18:37:01Z;True;2020-08-13T16:01:12Z;lets-plot-kotlin
49;CLOSED;Johnny Snelgrove;Intellij IDEA scratch file/worksheet support?;2020-07-31T23:09:00Z;True;2022-06-29T19:41:44Z;lets-plot-kotlin
28;CLOSED;;Facet grid truncated in jupyter;2020-07-04T22:51:28Z;True;2021-04-19T18:45:27Z;lets-plot-kotlin
27;CLOSED;Igor Alshannikov;Apply standardizing when data vector is passed via mapping;2020-07-02T22:26:17Z;True;2020-07-03T18:48:17Z;lets-plot-kotlin
24;CLOSED;Igor Alshannikov;Add `as_discrete()` function.;2020-06-29T21:18:55Z;True;2020-07-01T00:29:14Z;lets-plot-kotlin
21;CLOSED;Emmanuel Chavez;Duplicate class .. found in modules ... triggered by appcompat and lets-plot-common libraries ;2020-06-25T18:35:21Z;True;2022-06-29T19:42:21Z;lets-plot-kotlin
20;CLOSED;Igor Alshannikov;Document parameter `guide` in scales;2020-06-25T16:40:58Z;True;2020-06-30T15:46:26Z;lets-plot-kotlin
13;CLOSED;Igor Alshannikov;Nice to have numeric parameters to accept both: FP and integer values.;2020-06-17T22:22:11Z;True;2020-08-11T20:41:56Z;lets-plot-kotlin
7;CLOSED;Mrljdx;Failed to process '%use lets-plot' command. Unknown library 'lets-plot';2020-03-01T14:54:30Z;True;2020-03-08T01:02:32Z;lets-plot-kotlin
6;CLOSED;Thomas Schouten;Viewing the plot-api documentation online;2020-01-23T17:19:56Z;True;2020-08-11T20:51:19Z;lets-plot-kotlin
5;CLOSED;breandan;Documentation for using Maven artifacts;2019-12-10T22:40:54Z;True;2020-02-04T23:41:25Z;lets-plot-kotlin
27;OPEN;加油;Does lets-plot-skia support setting ggtb function?;2024-12-18T06:12:57Z;False;;lets-plot-skia
26;CLOSED;加油;Error when upgrading letsPlot to 4.5.2;2024-12-17T05:39:36Z;True;2024-12-17T16:08:47Z;lets-plot-skia
24;CLOSED;加油;Compose multiplatform version has been updated to 1.7.0, please add support for the above.;2024-10-18T01:19:47Z;True;2024-12-12T15:34:00Z;lets-plot-skia
19;CLOSED;Ivan Kupriyanov;"theme(exponent=""pow"") doesn't align text properly";2024-08-08T15:00:19Z;True;2024-08-08T20:40:30Z;lets-plot-skia
15;CLOSED;Ivan Kupriyanov;fontfamily aes is not supported;2024-08-06T19:17:45Z;True;2024-08-06T22:58:39Z;lets-plot-skia
14;CLOSED;加油;When setting the title to Chinese, Chinese garbled characters appear。;2024-08-01T01:29:22Z;True;2024-08-08T14:47:09Z;lets-plot-skia
13;CLOSED;;Sluggish UI on Ubuntu 24.04, Corretto JDK 17.04, Is there a way to enable/check GPU rendering? ;2024-07-14T18:00:09Z;True;2024-08-06T23:06:13Z;lets-plot-skia
12;OPEN;加油;When zooming the page with the mouse, a black layer appears when refreshing;2024-05-25T13:54:15Z;False;;lets-plot-skia
11;CLOSED;加油;[question] When will lets-plot-skia support kotlin 2.0.0 and Compose 1.6.10?;2024-05-25T13:42:41Z;True;2024-08-30T21:38:02Z;lets-plot-skia
10;OPEN;Kevin Cianfarini;Jetpack Compose internal error on Android ;2024-03-14T20:56:34Z;False;;lets-plot-skia
9;OPEN;Ivan Kupriyanov;Android: fast plot rebuild can cause a crash;2023-11-27T19:37:28Z;False;;lets-plot-skia
8;CLOSED;;Problem with running app, runtime library is missing;2023-11-19T22:58:39Z;True;2023-11-30T20:15:29Z;lets-plot-skia
6;CLOSED;加油; Does PlotPanel support dynamically refreshing data;2023-11-12T03:51:39Z;True;2023-12-01T14:35:07Z;lets-plot-skia
5;OPEN;Ivan Kupriyanov;Android: Only one subplot in the gggrid should display the tooltip.;2023-11-09T17:35:30Z;False;;lets-plot-skia
4;OPEN;Ivan Kupriyanov;Swing/Compose: If the mouse is moving fast enough, tooltips may get stuck on the gggrid.;2023-11-09T17:28:06Z;False;;lets-plot-skia
2;CLOSED;Sanmer;Unexpected redraw;2023-10-20T04:18:35Z;True;2023-11-02T22:10:15Z;lets-plot-skia
1;CLOSED;Igor Alshannikov;Geometry should be clipped by the boundaries of the plotting area.;2023-10-02T21:20:49Z;True;2023-10-03T19:54:15Z;lets-plot-skia
